member_id,signup_date,age,gender,city,country,membership_type,contract_length_months,monthly_fee,signup_channel,tenure_months,avg_weekly_visits,group_classes_attended,personal_training_sessions,distance_km_to_gym,has_mobile_app,satisfaction_score,late_payments_12m,referred_friends,exit_survey_completed,churned
NF-102264,2023-02-08,28.0,Female,Austin,United States,Plus,1,$49.00,Mobile App,25,2.43,8,0,3.14,No,5.0,2,0,1,1
NF-101499,2021-04-19,33.0,Male,Denver,United States,Premium,24,$75.00,Mobile App,4,1.29,6,0,2.98,Yes,6.0,2,0,0,0
NF-101433,2021-09-14,16.0,male,Portland,United States,Plus,6,$49.00,Referral,8,1.21,4,0,4.93,Yes,6.0,0,0,0,0
NF-100729,2021-07-19,30.0,Female,Austin,United States,Plus,12,$49.00,Mobile App,7,2.21,6,13,1.02,No,6.0,0,0,0,0
NF-102719,2023-03-11,39.0,male,Raleigh,United States,Plus,1,$49.00,Website,26,3.07,10,0,1.43,Yes,10.0,0,1,0,0
NF-101832,2023-08-26,31.0,Male,Portland,United States,Basic,1,$25.00,Website,32,0.45,1,9,1.35,Yes,4.0,0,0,1,1
NF-101630,2023-03-26,36.0,male,Denver,United States,Plus,1,$49.00,Mobile App,27,3.22,12,0,3.13,Yes,6.0,0,1,1,0
NF-102996,2021-01-16,51.0,Male,Austin,United States,Basic,6,$29.00,Partner Promo,1,3.08,9,3,,Yes,5.0,0,0,0,0
NF-102624,2023-07-15,16.0,Male,Raleigh,United States,Basic,6,$29.00,Referral,30,2.53,9,5,5.76,No,5.0,1,0,0,0
NF-102314,2021-05-11,16.0,M,Columbus,United States,Basic,1,$29.00,Walk-in,4,0.43,0,0,1.36,Yes,2.0,1,0,1,1
NF-102685,2021-05-06,38.0,Other,Austin,United States,Premium,24,$75.00,Referral,4,2.74,8,0,0.59,Yes,,1,0,0,0
NF-102292,2022-12-29,54.0,Male,Denver,United States,Basic,1,$29.00,Mobile App,24,1.06,2,0,4.62,Yes,5.0,1,0,0,0
NF-101051,2021-09-19,41.0,Male,Portland,United States,Plus,12,$49.00,Walk-in,9,2.03,5,19,11.11,Yes,8.0,2,0,0,0
NF-101424,2022-06-22,,M,Raleigh,United States,Basic,1,$34.00,Website,18,1.67,5,12,5.13,Yes,,1,0,1,1
NF-100319,2022-01-22,,Male,Raleigh,United States,Basic,1,$25.00,Mobile App,13,1.25,5,2,1.19,No,5.0,1,0,0,1
NF-100515,2022-08-27,29.0,MALE,Columbus,United States,Basic,1,$29.00,Walk-in,20,2.78,10,0,3.45,No,9.0,0,0,1,1
NF-101833,2021-03-12,39.0,Female,Raleigh,United States,Plus,12,$49.00,Mobile App,2,2.15,8,5,4.05,Yes,6.0,0,1,0,0
NF-100510,2023-04-28,48.0,Male,Columbus,United States,Plus,12,$49.00,Mobile App,28,0.7,3,0,4.9,No,5.0,1,0,1,1
NF-100940,2022-12-17,39.0,Male,Raleigh,United States,Premium,6,$75.00,Website,24,2.09,7,0,3.35,No,5.0,1,0,0,0
NF-102096,2023-07-23,48.0,Male,Portland,United States,Plus,12,$45.00,Walk-in,31,3.3,11,5,4.43,Yes,6.0,-1,0,0,0
NF-101708,2022-12-12,39.0,female,Austin,United States,Plus,1,$49.00,Mobile App,23,1.02,3,0,1.6,No,,1,0,1,1
NF-102749,2021-03-30,39.0,F,Columbus,United States,Plus,12,$49.00,Mobile App,3,2.61,9,0,1.16,Yes,8.0,1,1,0,0
NF-102138,2022-03-05,16.0,male,Austin,United States,Premium,24,$84.00,Website,14,1.96,8,0,1.76,Yes,6.0,1,0,0,0
NF-100626,2021-05-23,47.0,Female,Denver,United States,Basic,6,$25.00,Mobile App,5,1.05,3,0,8.48,Yes,4.0,2,0,0,0
NF-101492,2021-08-18,45.0,female,Austin,United States,Basic,6,$29.00,Website,8,1.18,3,0,1.95,Yes,5.0,0,0,0,0
NF-101730,2022-02-21,30.0,Other,Denver,United States,Premium,24,$84.00,Referral,14,1.45,3,3,5.88,No,6.0,0,0,0,0
NF-101735,2022-01-17,32.0,Other,Austin,United States,Plus,12,$54.00,Referral,13,2.96,10,8,1.15,Yes,7.0,0,1,0,0
NF-102623,2021-08-19,42.0,FEMALE,Columbus,United States,Basic,1,$29.00,Mobile App,8,1.69,6,0,1.43,No,6.0,0,0,0,0
NF-100355,2022-10-24,38.0,Male,Boise,United States,Basic,6,$29.00,Referral,22,1.4,4,2,2.09,No,7.0,1,1,0,0
NF-101555,2022-03-04,34.0,Male,Columbus,United States,Plus,1,$54.00,Website,14,4.22,13,0,5.18,Yes,,0,0,0,0
NF-100050,2023-06-05,38.0,Female,Denver,United States,Plus,6,$49.00,Website,29,2.15,6,10,1.36,Yes,5.0,0,0,0,0
NF-102532,2021-01-23,25.0,F,Denver,United States,Plus,1,$49.00,Website,1,2.35,9,9,1.15,Yes,7.0,0,1,0,0
NF-102151,2023-05-28,,FEMALE,Austin,United States,Premium,6,$79.00,Referral,29,2.43,7,0,2.86,Yes,8.0,0,0,0,0
NF-100062,2021-07-15,43.0,Male,Columbus,United States,Plus,6,$45.00,Referral,6,3.94,11,0,1.94,Yes,8.0,1,0,0,0
NF-900002,2022-02-16,32.0,Other,Austin,United States,Plus,1,$45.00,Referral,15,1.87,6,5,1.22,Yes,,1,0,1,1
NF-102086,2021-08-12,52.0,Female,Denver,United States,Basic,6,$29.00,Mobile App,7,1.32,4,4,1.79,No,5.0,-1,0,1,1
NF-101400,2022-08-06,16.0,Male,Portland,United States,Plus,24,$49.00,Walk-in,19,3.17,9,0,2.35,No,7.0,1,0,0,0
NF-100751,2021-12-12,32.0,female,Columbus,United States,Basic,1,$29.00,Website,11,2.61,10,0,0.49,Yes,9.0,1,0,0,0
NF-102473,2021-01-08,28.0,F,Denver,United States,Premium,6,$75.00,Mobile App,1,1.3,3,0,5.45,No,4.0,2,0,0,0
NF-100718,2021-02-16,36.0,Male,Portland,United States,Plus,1,$45.00,Mobile App,2,1.32,4,5,9.13,Yes,5.0,0,1,1,1
NF-102946,2021-01-13,57.0,Female,Portland,United States,Basic,12,$25.00,Walk-in,1,3.12,10,3,,Yes,8.0,0,2,0,0
NF-102753,2022-05-22,30.0,Male,Denver,United States,Basic,1,$29.00,Referral,17,2.52,9,10,3.08,Yes,,0,0,0,0
NF-100615,2022-11-08,46.0,Male,Austin,United States,Basic,1,$29.00,Walk-in,22,1.12,1,5,2.16,Yes,,1,0,0,0
NF-101370,2021-03-05,29.0,Male,Denver,United States,Basic,6,$29.00,Mobile App,2,1.76,6,0,2.8,Yes,8.0,1,1,0,0
NF-101187,2021-12-03,35.0,female,Austin,United States,Plus,1,$49.00,Referral,11,1.67,5,0,4.56,No,6.0,1,1,0,0
NF-100412,2022-11-26,24.0,male,Columbus,United States,Basic,1,$29.00,Referral,23,0.89,4,0,1.56,Yes,,2,0,1,1
NF-102569,2021-01-04,50.0,F,Austin,United States,Basic,6,$29.00,Website,1,1.48,6,3,4.45,Yes,,1,0,1,1
NF-100781,2022-07-22,48.0,F,Portland,United States,Premium,24,$79.00,Website,19,1.01,3,0,1.62,No,6.0,1,0,1,1
NF-102643,2022-05-23,39.0,Male,Denver,United States,Basic,1,$29.00,Referral,17,2.92,7,17,5.79,No,9.0,0,1,1,1
NF-102510,2022-02-13,23.0,Male,Raleigh,United States,Basic,1,$29.00,Walk-in,13,1.81,5,0,2.36,Yes,6.0,0,3,1,1
NF-101115,2023-03-13,41.0,Male,Austin,United States,Plus,12,$49.00,Website,26,2.33,7,0,1.3,No,9.0,2,0,0,0
NF-100590,2021-11-07,22.0,Female,Portland,United States,Plus,12,$49.00,Referral,10,1.83,6,6,0.82,No,9.0,1,0,0,0
NF-101706,2021-12-01,54.0,Female,Austin,United States,Premium,6,$84.00,Referral,11,2.55,9,0,9.08,Yes,5.0,0,0,1,0
NF-102683,2021-12-16,23.0,F ,Denver,United States,Plus,12,$49.00,Mobile App,11,1.65,3,0,0.53,Yes,4.0,0,0,0,0
NF-101707,2021-06-20,31.0,male,Columbus,United States,Basic,12,$29.00,Mobile App,6,1.64,4,0,2.12,No,4.0,0,0,1,1
NF-100083,2021-02-23,40.0,Male,Columbus,United States,Basic,6,$25.00,Website,2,1.48,3,0,3.31,Yes,6.0,0,0,1,0
NF-101713,2021-06-16,25.0,Female,Raleigh,United States,Basic,12,$29.00,Walk-in,5,1.73,6,0,3.01,Yes,5.0,1,0,1,0
NF-101991,2022-12-29,40.0,Male,Austin,United States,Plus,1,$49.00,Mobile App,24,1.97,6,0,,No,2.0,1,0,1,1
NF-101237,2021-02-20,24.0,Male,Portland,United States,Premium,24,$79.00,Referral,2,1.95,7,0,,Yes,7.0,1,0,0,0
NF-102407,2021-12-27,47.0,Male,Portland,United States,Basic,1,$29.00,Referral,12,3.99,14,0,3.85,Yes,7.0,0,1,0,0
NF-100669,2022-05-11,36.0,female,Denver,United States,Plus,12,$49.00,Walk-in,16,2.0,6,0,1.86,No,3.0,0,0,1,1
NF-102267,2023-04-02,24.0,Female,Denver,United States,Plus,12,$49.00,Website,27,2.15,8,0,7.86,No,,0,0,0,0
NF-101622,2022-07-03,30.0,male,Raleigh,United States,Basic,1,$34.00,Referral,18,2.44,8,0,10.86,Yes,6.0,1,0,0,0
NF-100400,2021-07-01,20.0,FEMALE,Boise,United States,Plus,1,$45.00,Mobile App,6,1.14,5,0,1.54,No,6.0,0,0,0,0
NF-900003,2021-06-16,27.0,F,Portland,United States,Plus,1,$49.00,Referral,6,1.12,3,3,2.24,Yes,6.0,0,0,1,1
NF-102269,2023-02-16,52.0, Male,Denver,United States,Premium,24,$84.00,Mobile App,26,1.3,4,0,3.66,Yes,,2,0,1,1
NF-100613,2022-05-26,25.0,Male,Austin,United States,Basic,6,$29.00,Mobile App,17,1.87,9,0,1.88,Yes,6.0,-1,0,0,1
NF-102272,2023-04-08,39.0,Female,Portland,United States,Basic,6,$34.00,Website,27,2.56,8,0,2.88,Yes,8.0,1,0,0,0
NF-102724,2021-03-09,25.0,Male,Denver,United States,Basic,1,$25.00,Mobile App,2,1.24,5,0,2.74,Yes,5.0,1,0,1,1
NF-101224,2022-05-07,41.0,Female,Columbus,United States,Basic,6,$25.00,Mobile App,16,3.68,11,0,0.97,No,6.0,0,0,0,0
NF-101235,2023-03-17,33.0,Male,Austin,United States,Premium,24,$79.00,Mobile App,26,1.76,6,8,2.2,Yes,6.0,1,0,0,0
NF-101277,2022-03-18,42.0,Female,Columbus,United States,Plus,6,$45.00,Mobile App,15,2.32,6,0,,Yes,,0,0,0,0
NF-100245,2021-04-05,30.0,Male,Austin,United States,Plus,1,$49.00,Mobile App,3,1.03,4,0,0.42,No,,1,0,1,1
NF-100222,2022-01-12,45.0,M,Raleigh,United States,Plus,12,$49.00,Website,12,2.93,9,0,,No,10.0,1,1,1,0
NF-100611,2023-06-17,35.0,Male,Portland,United States,Basic,1,$29.00,Referral,30,4.38,14,4,,Yes,,0,0,0,0
NF-100967,2023-06-15,40.0,Other,Austin,United States,Premium,12,$79.00,Walk-in,29,2.96,10,3,2.28,No,6.0,0,3,0,0
NF-100374,2021-05-16,51.0,Male,Raleigh,United States,Plus,12,$54.00,Referral,4,3.29,10,0,1.7,Yes,7.0,0,1,0,0
NF-101609,2022-07-30,25.0,MALE,Portland,United States,Basic,6,$34.00,Partner Promo,19,2.18,5,0,8.59,Yes,6.0,0,0,0,0
NF-101675,2022-11-19,16.0,Female,Portland,United States,Plus,12,$49.00,Walk-in,23,1.21,4,0,3.08,No,4.0,0,0,1,1
NF-102850,2022-10-11,30.0,Male,Portland,United States,Basic,1,$29.00,Website,21,2.2,6,0,3.05,No,8.0,0,0,0,0
NF-101747,2021-07-06,51.0,Female,Portland,United States,Plus,24,$49.00,Walk-in,6,2.17,5,0,2.9,Yes,8.0,0,1,0,0
NF-101764,2022-04-28,22.0,Female,Denver,United States,Basic,1,$25.00,Website,16,1.58,3,5,2.58,Yes,7.0,0,0,0,0
NF-100646,2021-11-01,33.0,F,Portland,United States,Basic,12,$29.00,Walk-in,10,1.43,4,0,12.91,Yes,,0,0,1,1
NF-101668,2023-02-03,34.0,Female,Denver,United States,Plus,1,$49.00,Walk-in,25,2.35,7,2,7.22,No,,0,0,0,0
NF-102837,2023-03-01,30.0,F,Denver,United States,Plus,12,$45.00,Referral,26,1.44,4,3,1.04,Yes,5.0,0,0,0,0
NF-101884,2021-12-10,38.0,Male,Portland,United States,Plus,12,$49.00,Mobile App,11,1.16,2,4,2.46,Yes,5.0,2,0,0,0
NF-101228,2022-02-04,46.0,F ,Austin,United States,Basic,1,$29.00,Mobile App,13,1.22,4,0,7.48,No,6.0,1,0,1,1
NF-101928,2022-10-18,16.0,Female,Columbus,United States,Basic,1,$29.00,Website,22,1.49,5,0,4.71,No,7.0,0,0,0,0
NF-102860,2021-02-21,30.0,F ,Denver,United States,Plus,1,$49.00,Referral,2,0.74,3,0,2.99,Yes,5.0,0,0,1,1
NF-102814,2023-07-01,36.0,M,Austin,United States,Plus,6,$49.00,Walk-in,30,1.72,6,9,2.14,Yes,,2,1,1,1
NF-100749,2021-07-19,47.0,Male,Denver,United States,Plus,12,$49.00,Website,7,4.67,15,0,2.75,No,9.0,0,1,0,0
NF-102582,2021-09-17,53.0,Male,Denver,United States,Plus,1,$45.00,Website,9,2.18,7,6,,No,,1,0,0,0
NF-100730,2023-02-07,35.0,Male,Columbus,United States,Premium,24,$79.00,Website,25,1.71,5,0,14.67,Yes,5.0,0,0,0,0
NF-101026,2021-07-18,37.0,Male,Austin,United States,Basic,1,$29.00,Mobile App,7,1.91,5,0,4.83,Yes,7.0,1,0,1,1
NF-102187,2022-05-22,29.0,Female,Denver,United States,Basic,1,$29.00,Referral,17,1.76,7,10,3.92,Yes,5.0,0,0,0,0
NF-102047,2023-01-19,7.0,Male,Austin,United States,Basic,6,$34.00,Mobile App,25,0.96,3,0,2.16,Yes,3.0,0,0,1,1
NF-102391,2023-05-16,39.0,Female,Denver,United States,Basic,1,$29.00,Website,28,2.16,6,0,1.46,Yes,,0,1,1,1
NF-101923,2021-07-05,27.0,male,Columbus,United States,Basic,1,$29.00,Website,6,1.37,5,3,2.85,Yes,4.0,1,0,0,0
NF-100933,2023-05-09,42.0, Male,Austin,United States,Basic,12,$29.00,Website,28,2.31,7,4,,Yes,8.0,0,0,0,0
NF-100605,2021-10-20,37.0,Female,Columbus,United States,Plus,6,$49.00,Walk-in,10,3.61,12,0,9.13,No,7.0,0,2,0,0
NF-100490,2022-11-18,37.0,M,Raleigh,United States,Basic,1,$29.00,Walk-in,23,1.45,4,0,5.36,Yes,2.0,0,0,1,1
NF-100289,2021-05-08,32.0,Female,Columbus,United States,Plus,12,$49.00,Mobile App,4,1.21,3,0,1.19,No,8.0,0,1,0,0
NF-100464,2023-05-27,36.0,male,Denver,United States,Plus,1,$49.00,Walk-in,29,2.99,8,3,5.5,Yes,,0,0,1,1
NF-101494,2021-01-20,47.0,Male,Austin,United States,Basic,1,$25.00,Mobile App,1,2.31,7,0,4.35,Yes,9.0,0,1,0,0
NF-100566,2021-01-06,55.0,Female,Denver,United States,Plus,6,$49.00,Mobile App,1,1.27,5,0,6.46,No,5.0,1,0,1,1
NF-102626,2021-09-11,32.0,Male,Portland,United States,Basic,6,$29.00,Website,8,3.41,11,0,5.77,Yes,,1,1,1,1
NF-101182,2021-05-08,42.0,Female,Columbus,United States,Plus,12,$54.00,Referral,4,1.93,6,5,,Yes,7.0,0,0,0,0
NF-100852,2022-02-06,40.0,Female,Raleigh,United States,Premium,12,$79.00,Walk-in,13,2.67,9,8,12.92,No,5.0,1,0,1,1
NF-101089,2023-08-15,19.0,Female,Portland,United States,Premium,6,$79.00,Mobile App,31,1.56,4,3,1.63,No,5.0,0,1,0,0
NF-101797,2021-01-07,44.0,Female,Denver,United States,Basic,6,$34.00,Website,1,2.39,6,1,1.33,Yes,8.0,1,0,1,1
NF-101365,2022-12-22,27.0,Male,Raleigh,United States,Premium,24,$79.00,Walk-in,24,2.06,7,15,1.91,No,8.0,0,0,0,0
NF-102554,2022-12-29,38.0,M,Austin,United States,Plus,6,$45.00,Website,24,1.5,3,0,1.24,Yes,6.0,0,0,1,1
NF-102942,2021-01-22,19.0, Male,Denver,United States,Basic,12,$29.00,Mobile App,1,2.48,9,0,1.92,Yes,7.0,0,1,0,0
NF-102553,2022-10-27,56.0,female,Columbus,United States,Premium,12,$75.00,Website,22,1.75,7,0,7.84,No,7.0,1,0,0,0
NF-102190,2023-06-27,41.0, Male,Denver,United States,Plus,6,$49.00,Website,30,3.88,11,6,1.98,Yes,7.0,0,2,0,0
NF-102638,2021-08-08,35.0,M,Raleigh,United States,Basic,12,$25.00,Website,7,1.85,7,1,1.06,No,4.0,2,0,0,0
NF-101966,2023-07-01,30.0,Female,Portland,United States,Plus,12,$54.00,Walk-in,30,2.05,8,1,1.78,Yes,,0,2,1,1
NF-102778,2023-08-27,20.0,male,Portland,United States,Basic,1,$25.00,Mobile App,32,1.22,2,0,11.77,No,5.0,0,0,1,1
NF-100912,2021-08-07,52.0,female,Raleigh,United States,Basic,6,$25.00,Website,7,1.8,5,0,1.17,Yes,6.0,1,0,0,0
NF-102466,2022-01-31,51.0,Female,Austin,United States,Basic,1,$29.00,Website,13,2.52,8,0,3.02,Yes,9.0,0,0,0,0
NF-100966,2022-03-11,32.0,M,Portland,United States,Premium,12,$79.00,Mobile App,14,2.35,8,0,6.41,No,7.0,0,1,0,0
NF-100724,2023-06-21,34.0,female,Columbus,United States,Premium,24,$79.00,Walk-in,30,1.15,3,2,1.32,Yes,3.0,0,0,0,0
NF-101790,2021-06-16,39.0,male,Austin,United States,Basic,12,$25.00,Mobile App,5,3.65,12,0,1.61,No,7.0,0,2,0,0
NF-101194,2022-10-17,46.0,Male,Denver,United States,Basic,1,$25.00,Website,22,2.97,10,0,2.4,Yes,7.0,1,1,0,0
NF-102311,2021-08-07,33.0,M,Denver,United States,Plus,6,$49.00,Referral,7,4.28,14,0,5.73,Yes,7.0,0,1,0,0
NF-101531,2023-09-03,45.0,M,Portland,United States,Plus,24,$49.00,Partner Promo,32,1.01,6,0,1.1,Yes,4.0,0,0,0,0
NF-102600,2022-07-31,53.0,Female,Austin,United States,Basic,6,$34.00,Website,19,3.17,11,0,20.58,Yes,6.0,1,1,0,0
NF-102221,2021-10-28,17.0,male,Raleigh,United States,Premium,12,$75.00,Referral,10,1.46,5,1,3.34,No,4.0,0,0,0,0
NF-102670,2021-04-15,27.0,Male,Portland,United States,Premium,12,$79.00,Mobile App,3,1.25,4,0,1.31,No,5.0,1,1,1,1
NF-100554,2022-12-11,30.0,Female,Austin,United States,Basic,1,$25.00,Mobile App,23,1.06,3,1,2.06,Yes,,1,1,1,1
NF-101532,2021-04-13,16.0,Male,Columbus,United States,Plus,6,$49.00,Mobile App,3,1.26,3,0,1.09,No,7.0,1,0,0,0
NF-100637,2022-02-10,48.0,FEMALE,Raleigh,United States,Basic,6,$29.00,Website,13,1.44,4,0,1.25,No,8.0,1,1,0,0
NF-102343,2022-09-13,43.0,M,Raleigh,United States,Premium,24,$79.00,Website,20,3.93,12,0,6.9,Yes,6.0,0,1,0,0
NF-102932,2021-04-22,35.0,F,Denver,United States,Plus,24,$49.00,Mobile App,4,2.37,7,0,1.16,Yes,6.0,0,1,0,0
NF-101814,2021-02-28,49.0,F,Austin,United States,Plus,1,$45.00,Walk-in,2,1.53,6,0,1.01,Yes,6.0,0,1,1,1
NF-101652,2022-03-02,36.0,male,Austin,United States,Premium,12,$75.00,Referral,14,2.52,8,4,3.61,Yes,8.0,0,0,1,1
NF-102459,2022-12-02,47.0,Female,Austin,United States,Plus,24,$45.00,Walk-in,23,1.86,5,0,5.35,No,8.0,0,0,0,0
NF-102835,2021-10-01,69.0,Female,Columbus,United States,Basic,12,$29.00,Website,9,1.68,6,0,4.25,No,6.0,0,0,0,0
NF-100973,2021-08-26,28.0,male,Portland,United States,Basic,1,$29.00,Walk-in,8,2.87,9,4,4.27,Yes,7.0,0,0,0,0
NF-101117,2023-07-13,59.0,Male,Portland,United States,Basic,6,$29.00,Mobile App,30,1.98,6,0,0.86,Yes,5.0,1,0,0,0
NF-101552,2021-10-01,24.0,Female,Austin,United States,Plus,6,$49.00,Walk-in,9,0.6,2,0,6.6,No,5.0,2,0,0,0
NF-102621,2023-07-05,24.0,Female,Denver,United States,Basic,12,$25.00,Website,30,3.08,8,0,0.62,Yes,,1,0,0,0
NF-102080,2023-01-25,35.0,female,Raleigh,United States,Premium,12,$75.00,Walk-in,25,1.88,6,0,5.01,Yes,6.0,1,0,0,0
NF-102101,2021-10-30,26.0,FEMALE,Austin,United States,Basic,1,$29.00,Mobile App,10,1.53,7,0,1.46,No,4.0,0,0,0,0
NF-102114,2023-01-26,,Female,Austin,United States,Plus,12,$45.00,Walk-in,25,1.05,4,3,1.61,Yes,,0,0,0,0
NF-100871,2023-05-15,57.0,Male,Austin,United States,Premium,12,$79.00,Website,28,2.06,8,0,2.02,Yes,7.0,0,0,0,0
NF-100081,2021-11-25,36.0,M,Austin,United States,Premium,12,$84.00,Website,11,1.38,5,0,2.28,Yes,5.0,2,0,1,1
NF-102129,2021-02-18,21.0,Male,Austin,United States,Plus,1,$49.00,Website,2,1.83,7,2,3.86,No,5.0,1,0,1,1
NF-101690,2022-06-02,44.0,Female,Columbus,United States,Basic,6,$34.00,Mobile App,17,2.82,9,3,6.35,No,8.0,0,2,0,0
NF-100649,2022-08-08,43.0,F ,Columbus,United States,Premium,12,$84.00,Walk-in,19,3.57,13,0,2.56,Yes,9.0,0,0,0,0
NF-101312,2022-10-03,39.0,Male,Denver,United States,Plus,12,$54.00,Mobile App,21,2.78,9,7,1.47,No,9.0,1,0,0,0
NF-100493,2022-10-03,26.0,Male,Denver,United States,Basic,1,$34.00,Website,21,0.8,2,1,2.94,No,,2,0,1,1
NF-101047,2021-01-20,49.0,Male,Denver,United States,Premium,12,$79.00,Walk-in,1,3.74,12,0,4.25,No,7.0,1,0,0,0
NF-101044,2022-10-04,39.0,F,Austin,United States,Basic,12,$34.00,Walk-in,21,2.23,7,0,2.37,Yes,7.0,0,0,1,1
NF-100928,2021-02-21,35.0,Male,Austin,United States,Plus,1,$49.00,Website,2,2.39,7,0,4.94,Yes,6.0,1,1,1,1
NF-100106,2023-06-26,35.0,female,Austin,United States,Premium,12,$79.00,Walk-in,30,2.2,7,0,1.2,No,8.0,0,0,0,0
NF-101849,2023-05-17,31.0,Female,Austin,United States,Basic,1,$29.00,Website,28,1.08,5,0,9.89,No,5.0,0,0,1,1
NF-100763,2022-07-22,22.0,Female,Austin,United States,Basic,12,$29.00,Mobile App,19,1.28,5,0,4.28,Yes,5.0,0,0,1,1
NF-102521,2022-08-12,38.0,male,Raleigh,United States,Basic,1,$29.00,Website,19,2.57,7,0,2.48,Yes,7.0,1,1,0,0
NF-101496,2023-01-31,34.0,Female,Austin,United States,Basic,12,$29.00,Mobile App,25,1.13,4,0,5.1,Yes,7.0,2,0,0,0
NF-101850,2021-05-09,38.0,Male,Austin,United States,Plus,12,$45.00,Website,4,2.08,9,0,1.18,No,6.0,1,0,0,0
NF-101602,2023-04-21,46.0,Male,Raleigh,United States,Plus,6,$49.00,Referral,28,3.75,13,0,9.52,Yes,8.0,0,1,0,0
NF-101701,2022-06-17,23.0,Male,Raleigh,United States,Basic,1,$29.00,Mobile App,18,1.9,7,0,1.49,Yes,7.0,0,0,0,0
NF-102544,2021-04-17,23.0,Female,Austin,United States,Plus,12,$54.00,Referral,3,3.13,10,0,5.01,Yes,7.0,0,0,0,0
NF-101072,2021-05-23,31.0,F,Austin,United States,Plus,1,$54.00,Walk-in,5,2.25,7,5,1.35,Yes,,-1,0,0,0
NF-102475,2022-10-09,52.0,FEMALE,Austin,United States,Plus,6,$45.00,Website,21,2.88,8,0,4.48,Yes,9.0,1,1,0,0
NF-101406,2023-01-26,25.0,F,Denver,United States,Basic,1,$29.00,Walk-in,25,3.02,9,3,1.46,Yes,8.0,0,1,0,0
NF-101605,2021-11-28,24.0,male,Denver,United States,Premium,6,$75.00,Mobile App,11,1.37,2,0,1.04,No,5.0,1,0,1,1
NF-100822,2022-12-16,20.0,Male,Portland,United States,Plus,6,$45.00,Partner Promo,23,1.73,6,7,11.9,No,,0,1,1,1
NF-102229,2023-07-12,35.0,M,Denver,United States,Plus,12,$45.00,Referral,30,2.72,9,6,2.0,No,6.0,0,0,0,0
NF-100168,2021-10-18,38.0,Male,Boise,United States,Basic,6,$25.00,Walk-in,10,0.0,0,0,1.36,Yes,3.0,0,0,1,1
NF-101502,2021-02-25,22.0,F,Columbus,United States,Basic,12,$29.00,Website,2,0.6,0,3,1.14,Yes,5.0,1,0,0,0
NF-100058,2021-05-16,40.0,F,Denver,United States,Basic,12,$29.00,Website,4,3.99,12,7,4.78,Yes,9.0,0,2,0,0
NF-100463,2021-12-17,36.0,F,Denver,United States,Premium,12,$79.00,Walk-in,12,2.6,9,3,5.16,Yes,6.0,0,1,0,0
NF-100256,2021-08-26,,F ,Raleigh,United States,Plus,6,$54.00,Walk-in,8,0.28,3,1,10.4,Yes,3.0,0,0,1,1
NF-102777,2023-03-26,34.0, Male,Denver,United States,Premium,12,$75.00,Mobile App,27,2.44,8,0,1.82,Yes,7.0,0,0,1,1
NF-101008,2022-03-18,38.0,Female,Denver,United States,Basic,6,$29.00,Referral,15,1.72,4,0,4.49,Yes,7.0,1,1,0,0
NF-100341,2021-09-08,28.0,Female,Raleigh,United States,Basic,1,$34.00,Website,8,3.17,11,0,2.13,Yes,9.0,1,2,0,0
NF-101099,2022-10-25,38.0,M,Columbus,United States,Plus,12,$49.00,Partner Promo,22,3.4,10,11,4.2,Yes,7.0,0,2,0,0
NF-102988,2023-01-23,37.0,female,Austin,United States,Basic,1,$34.00,Mobile App,25,3.57,11,0,2.61,Yes,7.0,0,0,0,0
NF-100890,2022-02-04,46.0,Female,Denver,United States,Basic,1,$34.00,Mobile App,13,1.83,6,0,1.41,Yes,7.0,0,1,0,0
NF-101567,2023-05-19,16.0,F,Portland,United States,Basic,6,$29.00,Website,29,1.93,5,0,3.85,No,4.0,1,1,0,0
NF-100290,2022-11-16,34.0,female,Raleigh,United States,Premium,12,$79.00,Walk-in,22,1.2,3,0,1.76,Yes,6.0,0,0,0,0
NF-102007,2023-04-28,34.0,F,Austin,United States,Premium,12,$84.00,Mobile App,28,2.95,8,0,1.72,No,7.0,0,0,0,0
NF-102888,2023-04-01,28.0,Female,Portland,United States,Plus,6,$49.00,Referral,27,2.41,7,14,3.29,Yes,6.0,1,0,0,0
NF-101213,2023-01-23,31.0,Prefer not to say,Portland,United States,Basic,1,$34.00,Walk-in,25,2.9,12,13,,Yes,7.0,0,0,0,0
NF-101046,2021-12-30,17.0,Male,Denver,United States,Basic,6,$29.00,Walk-in,12,1.76,7,0,3.44,No,6.0,1,0,0,0
NF-101036,2021-09-10,41.0,Prefer not to say,Austin,United States,Basic,1,$29.00,Walk-in,8,2.54,9,0,4.11,No,7.0,2,0,0,0
NF-102131,2021-09-27,54.0,Female,Denver,United States,Plus,12,$45.00,Website,9,2.21,8,2,2.11,Yes,6.0,0,1,0,0
NF-100588,2021-07-08,30.0,female,Raleigh,United States,Plus,6,$49.00,Walk-in,6,2.19,8,3,3.42,Yes,8.0,1,0,0,0
NF-100028,2021-05-19,24.0,Female,Columbus,United States,Basic,1,$34.00,Mobile App,5,1.24,3,0,7.82,No,6.0,1,1,0,0
NF-100406,2022-04-02,38.0,M,Columbus,United States,Plus,12,$45.00,Mobile App,15,1.28,5,0,6.36,Yes,6.0,0,1,0,0
NF-102617,2023-02-20,42.0,F,Denver,United States,Basic,12,$29.00,Website,26,2.52,7,0,2.37,No,7.0,0,2,1,1
